PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_NATIVE_MASK,PAPI_PRESET_MASK,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
416102122,630470935,580675,234046726,411866689,179676999,213007952,537,39914,10856,39423,617182630,325082808,71324,26773707,56959,6009,26831196,26821992,12215,57742,10284,26739444,24377553,27608,26693719,7361,552,48945717,41350,26705990,17800,12299,7355,552,27477,27477,5,39545,140,39324,559,795288161,1260143124,5887,1059660847,75391,4457,963999960,2094280,464845349,251214205,58643672,11252,2318,1058980830,2828069541,4,4550020
595413538,901831414,944955,336743346,590476248,256625668,304706727,556,39507,10801,38807,886907941,474172685,72418,35527476,277525,5463,35513620,35505741,11848,58252,9670,35400601,35321618,27217,35461467,7206,558,71072924,39819,35681620,29415,11882,7192,566,27525,27525,2,39567,169,39311,569,1135782656,1799685837,5246,1523620952,441232,4290,1385917440,3263027,663893682,366175168,81578527,16378,2476,1526409469,4054003794,4,6500013
298200620,451868035,394678,167242724,294284094,128375338,152206420,562,40330,11245,39667,442615885,236726852,65282,19516381,54301,5264,19456912,19449024,12243,52640,9346,19477652,17936559,27762,19357215,7329,544,35678591,39312,19569498,10477,11930,7305,537,27758,27758,6,39961,167,39265,533,568281355,900434128,7126,761545939,67605,4276,688624800,1555384,332143036,179753735,41863051,30767,2345,758871069,2020745551,4,3250020
357142906,541160379,527169,200643580,352974049,154025298,182606363,551,39627,11001,39086,528822323,283204371,66849,22931808,52064,5139,23019692,23011995,11830,52308,9130,23002170,20973996,27071,23051759,7174,574,42059689,39789,22986640,12680,12054,7208,554,27409,27409,3,39405,177,39076,573,681781434,1080284032,6582,911053068,69404,4026,825877800,1906075,398492847,247999737,50012976,10110,2183,910634722,2424396684,4,3900020
533931056,808998637,771758,300843999,529441948,230975476,273806443,552,39511,10810,39439,794023221,424278472,416200,34309231,61491,7378,34390884,34381615,11872,59641,11121,34251442,31269492,27932,34288590,7368,553,64903563,39151,34163673,68591,11687,7344,536,27297,27297,3,39568,174,39112,569,1024988424,1624794896,6198,1440201284,2815710,4148,1303007520,7391210,599796805,383735733,85110837,9676,2077,1431541090,3642122262,4,5850020
119305526,181324902,482700,65645334,115777585,50827105,60408593,512,39007,10620,39056,175410233,95811579,81594,11032177,81748,4293,11127405,11121134,11824,49381,7546,11058967,11037675,27761,11110019,7167,496,22147165,38841,11162204,39224,11637,7236,516,27168,27168,10,39377,129,38953,510,226188290,359595104,5501,320041603,89151,4135,290761440,2003590,133397148,89472913,21380169,6465,1891,321151039,801725174,4,1300020
498435383,769905087,2080801,288696679,493148945,207577569,269759077,534,40398,11324,40269,767451803,427217423,4590761,41852302,3105710,12496,42264685,42239501,12097,101775,46926,42375956,42070265,27358,42191169,7415,499,87606501,39963,42043419,606812,12328,7503,544,27427,27427,4,39338,166,39838,532,979990302,1572597673,5518,1392565689,4800054,4242,1256285280,7877455,592597571,382020525,85427059,18310,1926,1386188116,3481030148,4,5850013
592900524,898320507,2406838,333248210,587381915,257627976,304208974,608,39564,10707,39519,880990939,471914042,71507,38345743,60274,6420,38285549,38276676,12154,58775,10632,38320978,34866209,27316,38270807,7277,587,70415735,39468,38335581,21342,11917,7386,563,27195,27195,4,39020,136,38894,594,1135783978,1799686864,5677,1519126044,81092,4653,1375464360,2903444,663893208,358189801,82660627,15922,2913,1513498339,4039007605,4,6500020
352656956,535474360,412340,198542852,348506371,151625635,181106509,592,39473,10797,38991,529118382,286167866,187866,34191545,456135,8168,34375134,34367852,11941,211146,32256,34324402,34113057,27212,34123688,7297,559,68739800,39430,34450949,266990,11672,7402,548,27803,27803,4,39202,185,38915,545,675182634,1073085723,6305,906691315,486572,4239,836559120,2151667,397893674,226914589,54597834,26972,2250,908189764,2404602561,4,3900013
349630240,531247879,488360,197944521,345567190,149225636,179906413,530,40165,10885,39463,525906119,281948992,379211,31167799,2326063,4397,31627318,31595623,11495,371653,19412,31254695,31327780,27368,31219145,7383,564,65201429,39132,31893482,432826,11507,7414,568,26939,26939,2,39676,152,38666,530,669181960,1064084595,5666,899498783,3091371,3893,815237880,1819263,394892926,227686290,50956517,10555,1824,896573065,2386002343,4,3900013
525019193,797386951,656824,295445764,520383886,227376183,271106666,575,39661,10875,39247,791224062,424153972,64125,48956702,66385,4957,49144615,49137448,11937,52459,7942,48964417,48976615,27837,48948840,7400,581,97975684,39134,48989027,9124,12195,7370,546,27414,27414,4,39491,156,39544,553,1012383813,1609036556,5863,1352285218,87196,4527,1229740560,3075467,596643058,333278761,80650579,47742,2468,1351413346,3592156957,4,5850020
291943097,443611114,376304,164994947,288058363,124376049,149957086,522,39631,10907,39488,438788894,235285177,147037,26178284,1055308,4415,26215694,26205532,12250,155056,7720,26130114,26274669,27525,25997867,7280,511,53264813,39428,26349127,8006,11838,7307,519,26960,26960,6,39315,168,38830,522,557784487,886938332,5234,748140417,1230318,4183,679300800,1496974,329144169,182562066,42325978,9337,2048,747894345,1988756168,4,3250013
236234615,358751945,299337,132444979,232521898,101125527,120806502,552,40060,11023,39507,354264257,191048700,115806,22776305,360298,72278,23063010,23056501,11936,134263,40022,22763778,22752735,27553,22877088,7326,549,45990206,39404,22841296,94583,11886,7308,544,27567,27567,10,39328,222,39154,509,450382707,715785661,5787,605883746,337589,4512,549774960,1506449,265393104,148111574,36200572,11637,1927,605321834,1603904210,4,2600013
291948149,443615551,355885,164994110,287918746,124375447,149956371,562,39365,10679,39337,439088206,235132964,156635,26037282,1057722,4256,26246398,26235944,11896,121913,7557,26093576,25959854,27816,26034396,7093,566,53327158,38874,26142474,7007,12004,7147,595,26967,26967,15,39060,153,38624,567,557781658,886934141,6309,748772462,1563589,4299,679691760,1574037,329142762,184946325,42525442,8057,1817,748101334,1988747946,4,3250013
443406036,684923688,551554,257443695,438905884,183725291,239806466,554,39185,10855,39124,684425847,377065906,71137,37442153,1701098,4433,37257207,37245723,11632,55383,18923,37111612,37285276,27240,37450078,7443,543,75497822,39572,37228672,10394,12027,7418,543,27197,27197,5,38990,159,38772,523,868781636,1393584100,5058,1165227809,1965373,4015,1057616400,2848686,524792855,284985469,66458177,23826,1782,1163463297,3088499230,4,5200013
178113623,270531582,210642,99394260,174450286,75875331,90656252,571,39337,10590,38728,265033369,143406637,73127,17136999,259205,6673,17237218,17230875,11656,60212,21581,17118948,17126113,27478,17204641,7343,552,34582348,38866,17242939,20014,11758,7252,576,27230,27230,7,38704,169,38057,573,337981853,537134474,4728,454253984,260409,4169,413602560,1218238,199142844,113663131,27512880,10520,2136,455809347,1203549555,4,1950013
293257736,445425052,414207,164243159,289237519,126375092,150706469,582,39690,10668,39222,437999755,235848274,71075,27400539,76806,4450,27324312,27310355,11688,59330,8024,27161872,27188634,27749,27208204,7398,548,54838384,39899,27281115,8028,12235,7459,550,27124,27124,1,39014,157,38457,560,562781174,894433836,5533,754254356,117570,4035,683336160,1711249,331642973,183711576,44966445,18915,2036,751929050,1996747761,4,3250020
578013398,878432402,744514,327244034,573015584,248625379,299206548,516,39154,10676,39323,872778906,464143689,70584,52252600,83786,5481,52355476,52345053,11541,55753,10118,52183114,52096673,27303,52389583,7297,526,104488291,38998,52265215,10150,11647,7353,530,27094,27094,5,39200,140,38473,513,1114781817,1772684159,5768,1485451341,128005,4135,1349869800,2760334,657893136,399937558,81625139,18645,1891,1488226739,3959996811,4,6500020
443415041,684933173,661226,257444390,438872173,183725778,239807122,570,39567,10741,39134,684948495,377209728,73577,37362381,1702198,4493,37122029,37110228,11897,57294,19650,37212682,37149987,27691,37110805,7381,560,76186167,39566,37428700,9807,11847,7360,561,27632,27632,8,39156,180,39961,551,868784109,1393587901,5277,1164901487,1957068,4477,1058196360,3007285,524794051,286399396,91263118,17892,1903,1164065257,3088507503,4,5200013
278407437,430074912,435923,160994190,274449800,114875368,149956414,584,38931,10462,38273,427959312,235699147,64208,23544135,1079831,3900,23205252,23195920,11401,51008,14165,23240383,23129032,27358,23242377,7279,550,47534870,38837,23378733,7766,11440,7191,563,27039,27039,18,38451,120,38021,541,543281636,871435183,5315,730219946,1249536,3903,663471360,1928869,328142797,179959241,41909316,15550,1814,728811798,1931250771,4,3250013
61632724,93700359,82345,33293039,58371092,25375322,30356456,524,39197,10628,38952,88457877,48079719,129928,5896508,117639,24361,5893703,5887439,11617,50972,28100,5804972,5773588,28042,5849554,7455,536,11812275,40316,5904077,10598,11917,7426,556,27625,27625,7,39325,103,39233,557,113181948,179834484,5484,152799496,135738,4021,139419720,485569,66643148,38301888,9743877,6076,1924,153615720,402846888,4,650013
352650452,535468186,466992,198545484,348467877,151626062,181106678,588,39571,10845,41789,527797541,286274004,131158,34191286,1396282,155855,34189862,34176452,12448,211547,8588,34180398,34149871,28363,34262585,7691,576,69362887,40275,34412316,205317,12293,7373,576,27472,27472,16,40348,234,39081,578,675183866,1073087100,4971,907300962,1458662,4123,824796240,2119246,397893444,227550948,55647424,19704,2452,906929879,2404609623,4,3900013
61356202,93323474,66876,33043775,58137349,25375404,30306126,557,40465,10942,38356,88297745,47513788,55078,5594975,48629,3764,5594760,5588539,12095,44873,6114,5604585,5542679,28210,5651560,7582,574,11282444,40245,5606545,6507,12046,7559,565,27823,27823,5,40276,147,40098,563,113181534,179833932,4382,152027975,65097,4504,138475200,418894,66642736,38354384,9801808,7146,1983,151618580,401349128,4,650020
465040911,706558759,576796,263844359,460500803,198925579,239806791,604,40985,11117,39942,701810062,375945445,209478,41673446,1664178,5115,41938089,41925418,12425,166297,8844,41504692,41536393,27898,41615593,7503,595,84811502,40034,41934855,8984,11986,7504,610,27484,27484,8,40117,177,39982,611,891982828,1418385958,5222,1196113417,1920753,4345,1086214560,2252277,526393335,308441308,67414196,13521,2088,1198592026,3180501750,4,5200013
409067448,621335106,537006,229843841,404794398,176875291,210906607,572,40466,11105,39299,614079901,324004912,66247,38338520,158337,4263,38168003,38158759,12009,53179,7743,38242767,38210551,27702,38267406,7469,566,76604888,40464,38081819,8880,12007,7451,582,27651,27651,9,39804,222,39979,580,787581587,1251734230,5440,1054285682,251365,4239,956125920,2431323,464142961,260900959,62796664,22246,2212,1052255816,2794447228,4,4550020
121827865,184645031,155077,67544677,118396596,51425713,61106459,548,39801,10864,38950,177539957,95127401,58154,7206306,137071,4063,7340518,7334154,11596,47961,7233,7274523,7191365,27504,7170713,7349,542,14607157,38795,7305763,13018,11640,7403,560,27315,27315,3,39558,149,38669,568,227782874,360885923,5796,307003628,146536,4133,278941320,823935,133093393,74638405,16923845,4734,2033,306452912,812800237,4,1300013
61634925,93702367,75615,33292724,58400093,25375547,30356330,529,39330,11041,38899,88756215,48131955,60713,5817613,138409,20091,5916938,5911157,11586,58076,31000,5856226,5813449,27161,5840382,7273,535,11861725,39015,5890910,20302,11453,7346,578,27335,27335,9,38791,151,38137,530,113182652,179835876,4736,152835601,162675,3866,139516560,459206,66644086,39089460,9656440,4603,1849,153041551,402850233,4,650013
580419958,881837771,725776,329743036,575561541,248625698,299706488,577,39085,10554,39042,876435074,470307428,366990,52153019,2175187,5358,52397529,52367938,11550,284604,9736,52056662,52031771,27475,52110417,7264,551,106119060,38211,52329818,8799,11546,7281,536,27009,27009,7,38526,232,38425,554,1114782323,1772684773,6481,1494339291,3201770,4150,1357870560,2741451,657893514,363493623,84087423,61966,1887,1495156458,3974998614,4,6500013
465003504,706521069,608730,263843425,460439255,198925361,239806595,567,38932,10555,38633,702013583,375256887,2216505,41587483,1665943,5182,41779942,41767210,11783,219989,9170,41669497,41601186,27691,41527106,7304,564,86580128,38958,41978266,8910,11847,7244,551,27072,27072,5,38898,154,38725,588,891981843,1418384685,5808,1194958373,1940574,3993,1087804320,2461212,526393085,293267585,67411465,14617,1992,1197451306,3180496988,4,5200013
522744763,794216178,668716,296797835,518011841,223777655,269759072,531,39023,10813,39233,789386587,422968390,306428,46911130,1868868,5293,47130540,47116626,12086,235977,9804,46784090,46846991,27319,47015446,7383,554,95747411,39500,47095727,10061,11815,7371,528,27479,27479,3,39517,155,39173,537,1003391237,1595548781,6524,1345252756,2172866,4568,1221193680,2408727,592146926,329594072,76114457,13781,1988,1342390195,3577775446,4,5850013
643595991,977163676,779971,363793982,638820128,277875459,331856691,559,39392,10685,39210,973667768,524624577,148742,62494146,845567,37225,62737042,62729619,12068,60806,31903,62463260,62457952,27406,62543252,7315,554,125846544,39141,62673121,9244,11653,7283,559,27361,27361,2,39129,172,39244,562,1237181933,1966334690,5808,1660800136,879476,4131,1508394600,3735549,729142997,408339894,98360343,30680,2203,1658066592,4406352773,4,7150013
643641258,977209084,838988,363794448,638784115,277875697,331856482,586,39858,10975,39257,968646781,515158110,319056,62617301,876017,84036,62941185,62933129,12213,66758,56132,62468274,62369833,27916,62456006,7386,586,125580096,39317,62781861,328776,12098,7353,587,27035,27035,2,39682,126,39375,609,1237182801,1966334800,5905,1662777205,854763,4217,1508155560,3475813,729142747,406166255,125967266,28072,2132,1661791107,4406353323,4,7150013
61451876,93420680,76239,33044339,58146498,25375401,30306212,537,39513,10979,39620,87829841,47549401,54598,5620045,46950,3786,5666581,5660725,12040,45077,6294,5543365,5582331,27634,5691855,7382,554,11265733,39407,5635664,6842,11859,7463,543,27203,27203,9,39245,207,39163,553,113181856,179834277,5275,152318772,56586,4288,138514920,513814,66642782,37068273,9715067,4885,1902,152486436,401346623,4,650020
405572787,616440283,518068,229145012,401321262,174075851,209506617,533,39730,11084,39191,610217139,326185159,72644,36560331,72506,4940,36603763,36593153,12338,59631,9035,36488090,36514493,27297,36478961,7304,516,73040002,39399,36797157,9524,11922,7336,538,27320,27320,7,39672,405,39150,535,780583398,1241236011,5374,1039882773,109689,4357,944765640,1899619,460643029,248403013,57662370,13434,1980,1044318482,2772756497,4,4550020
527237069,800504735,696028,297693434,522702638,227375913,271556878,562,39452,10706,39571,794461028,429017533,82008,51277399,708367,20290,51519110,51511886,11887,79855,36236,51364693,51167617,27297,51327582,7390,524,103290467,39274,51440852,13896,11826,7396,552,27439,27439,9,40464,147,39175,558,1012383395,1609036829,5705,1361117888,828219,4391,1234975320,2963573,596643939,333283009,80517497,25704,2155,1359207258,3605654374,4,5850013
290728357,441895833,404535,163744477,286734232,124375721,149706332,565,39485,10815,39293,436806835,233188105,63751,26131841,64687,4765,26134133,26125575,12187,50137,8100,26148267,26085809,27430,26032127,7234,592,52539199,38995,26157811,8123,11980,7328,573,27457,27457,13,40365,168,39525,585,557782300,886934702,7876,749509536,88074,4260,680631600,1663782,329142749,180177820,41441239,10218,1835,743245803,1981245452,4,3250020
352615907,535433427,486029,198543099,348589397,151625303,181106383,526,39201,10699,38954,528775100,286284936,75607,34275144,552661,61036,34166678,34160169,11555,249296,39818,34100692,34090904,27387,34202507,7367,510,68853705,39228,34271955,42098,11485,7412,525,27545,27545,8,39150,118,38804,521,675181127,1073083634,4892,907351987,575930,3994,824275080,2045033,397892828,225739686,54196342,18907,1965,907664157,2404596749,4,3900013
235257534,357374811,322720,131443006,231450535,101125242,120606296,543,39891,10841,39359,349885664,188676561,58758,21859067,54457,4397,22060779,22054065,11938,47500,7696,21990995,21960725,27383,21924005,7131,552,43749242,40455,21956924,7982,11721,7272,561,27336,27336,3,39436,145,39297,535,450380910,715783414,4702,602405520,69879,4422,546925560,1348405,265392746,142380254,36174670,13092,2055,602493408,1597895685,4,2600020
605718308,935985876,839678,351144755,600585452,252575631,329106739,546,40275,10833,39417,935719969,511722190,69831,51267169,142232,6972,54778246,54769593,11874,54519,14519,50229501,50931220,27499,50929774,7321,552,100598267,39401,51144416,9479,11710,7388,541,27440,27440,3,39048,151,38719,537,1194282331,1915734851,4813,1596070886,173385,4174,1449835800,3009834,721442842,384724473,91551440,29037,1959,1595155858,4229250361,4,7150020
61419656,93386694,95921,33046457,58142611,25376025,30306057,528,38615,10481,38506,87932606,47476256,57330,5620097,47833,4274,5635454,5629283,11443,46021,6908,5574434,5560851,27486,5646266,7270,539,11273672,39640,5684113,6859,11700,7274,529,27692,27692,1,38677,173,38629,521,113183449,179835783,5452,152186559,58578,3855,138003960,484679,66642678,37162249,9655975,5940,1854,152149447,401353121,4,650020
638179074,969546804,745700,362694276,633090888,273475850,329656697,566,39341,10685,39221,965029905,516719864,655346,57295698,2268839,5127,57534287,57519656,11714,310270,8896,57324246,57278266,27107,57200110,7251,548,117082334,40201,57515065,8792,12092,7314,558,27290,27290,5,39409,203,38748,576,1226182280,1949834848,5936,1665409400,3368521,4055,1492763280,2949248,723642901,397942831,94939111,12240,2013,1643509772,4372248910,4,7150013
477010665,722528325,660931,269445663,472415446,205326134,243806573,548,39949,10503,39458,708573704,379101765,69159,28383959,290144,5990,28618673,28611046,11813,56161,9890,28416354,28448586,27851,28571308,7320,539,57468244,39757,28685762,107068,12059,7386,565,27815,27815,5,39950,231,39684,568,908783952,1439986283,5572,1221232955,399937,4225,1108817520,2565422,531193076,294785856,65617740,13004,2456,1218804919,3243704748,4,5200013
60857680,92624969,108251,32942537,57612679,24975079,30106109,575,39021,10571,38969,87970576,46946026,54750,5390779,47232,3853,5394518,5388698,11661,44311,6678,5334402,5304390,27177,5399174,7334,574,10713560,39577,5368376,7135,11819,7316,568,26981,26981,10,39044,169,38830,589,112180653,178332852,6402,150704501,59686,4153,138078720,419876,66142737,36719716,11394319,3138,1863,151717246,398243684,4,650020
351121558,533339111,481517,197044323,347043586,151625820,180806345,546,39835,11039,39195,524437561,282817159,59818,32757854,58238,4296,32832171,32825154,12299,48765,7727,32690006,32710107,27650,32726326,7320,544,65793274,39686,32831539,7865,12066,7390,539,27733,27733,2,39696,224,39270,532,675182817,1073084777,6587,902305530,75132,3970,820275480,2059047,397892856,219784396,54174037,36635,2261,902129971,2395600837,4,3900020
469038470,712157127,639947,264644329,464705488,202125324,241406426,570,39027,10513,38399,704784981,381430263,146442,45584295,651307,46885,45653441,45646319,11494,204230,7518,45491028,45503740,27583,45469919,7297,548,91752685,38801,45600158,151507,11717,7311,567,27243,27243,4,38953,138,38145,558,899981511,1430384053,4277,1210531276,741403,4117,1098158640,2772898,530392736,296374239,71848986,25764,2015,1207815642,3205302964,4,5200013
467008272,709325636,599137,262643660,462553901,202126018,241006578,555,39292,10726,38847,702601189,377142860,65011,43515422,63334,4876,43586710,43578552,11786,52777,8518,43477816,43528553,27535,43595463,7390,579,87500009,39689,43686928,9130,11796,7359,583,26814,26814,1,39005,140,38919,563,899983410,1430386611,6028,1205708776,90225,3934,1090573200,2505140,530394223,293257239,72127621,31034,2453,1201616471,3193302996,4,5200020
113469528,175288186,159710,64544505,110025397,46025672,60106258,559,39972,11056,39219,171550141,94599937,58213,9446524,457506,4073,9515004,9507576,12211,47703,9509,9543381,9367513,27626,9441435,7465,561,19277995,39662,9485629,7225,12518,7542,570,27072,27072,11,39201,146,39455,570,217782537,349286206,4999,292881984,530698,4346,265741560,828610,131492939,72375615,17323221,7285,1819,292229138,773999504,4,1300013
61209346,93077909,86324,33193862,57911646,24975970,30156341,521,39031,10788,38882,88279413,47388139,105033,5370038,166763,4048,5501544,5495254,11817,95921,6676,5373383,5290726,27144,5417316,7249,518,10808721,39270,5470483,7551,11670,7359,520,26932,26932,2,39001,189,38862,534,112183324,178337502,4798,151158302,226448,4262,137443440,441259,66144152,37626577,9265308,3126,1894,151762671,399755275,4,650013
417851423,632918985,575267,235794090,413574562,179675788,213356378,543,39469,10924,38810,621780151,332115345,199373,24957084,1470243,385264,25066403,25058207,12059,155892,677439,24784532,24807111,27458,24797267,7289,564,51668181,39257,24990331,863372,12085,7201,544,27797,27797,1,40080,149,38971,550,795282411,1260134280,6185,1068698743,2192290,4294,972282840,2492302,464842690,261917360,57781876,11160,2250,1067890933,2838546710,4,4550013
386657745,597525421,524246,223543609,382365766,160775535,209506734,552,38981,10642,38166,594564317,325806425,63970,32696766,98058,5704,32655551,32646992,11681,52258,10900,31634257,32521368,27050,32751230,7247,558,63591778,38870,33215925,8106,11473,7316,557,27205,27205,4,38507,116,38527,560,760282621,1219535696,5848,1015486461,119479,3770,935631240,1978825,459243409,241594020,58368048,16271,1879,1015767399,2692250822,4,4550020
223408543,345126265,311612,128844670,219627797,91925884,120006919,542,39528,10839,39183,342488698,188696971,63373,18886543,871801,4179,18795646,18786950,11825,49739,12964,18647960,19324874,27178,19076175,7416,554,38182669,39460,18835988,7972,12211,7377,545,27231,27231,1,39146,104,39072,558,434784034,697387811,4735,585546790,1012989,4293,530352480,1577214,262594509,143686446,35565098,12410,1889,598282251,1545507767,4,2600013
608501806,939869728,834753,353895539,603358821,252576241,329656757,543,40396,11323,39096,937309166,522122685,5613974,51506801,3832325,28162,51876363,51847173,11568,120069,64710,51361462,51251406,27414,50952218,7339,545,106233840,39517,51692930,977270,12165,7376,532,27092,27092,6,39231,182,39159,561,1197591052,1921797311,7225,1702480414,5940120,4496,1542142560,9896654,724197160,474410230,104116186,22151,1960,1696624975,4254029758,4,7150013
654633453,991503114,2763931,369295905,648820976,283377269,335158956,541,39585,10787,39131,971042143,527504810,2026209,39707928,2719088,504759,39779874,39770338,12051,105157,1011619,39987881,39652974,27646,39463858,7252,588,82981757,39563,39692098,1117239,12206,7373,560,27293,27293,4,39944,199,39144,569,1252588836,1985595717,5358,1757429139,3703112,4315,1594958880,3592651,730242985,396126676,95011442,14777,1989,1672357443,4459150230,4,7150013
222457506,343774933,304642,127843238,218718299,91925372,119806288,562,39504,10856,39120,340753062,186395653,59043,18621603,72043,4196,18848854,18841431,12273,48781,7894,18448557,18553876,27815,18698974,7292,582,37269574,39854,18876915,7354,12134,7308,579,27094,27094,2,39296,157,38841,558,434781469,697384892,6603,581513969,96402,4464,528181560,1295040,262592767,144937505,34028797,11511,1997,594849017,1539496188,4,2600020
498557770,770025143,713099,289594368,493788069,206675520,269756503,567,39427,10664,39247,771888637,423309734,74209,41092829,1461360,3894,41985585,41973667,11649,57150,21453,42105737,41717208,27507,41820418,7453,581,85698498,39521,42255952,9802,11757,7313,596,27760,27760,2,39429,152,38801,587,977282063,1567634782,5439,1308908032,2193790,3979,1190809440,3206112,590343030,321340624,74710585,26637,1823,1311256633,3474252919,4,5850013
608409450,939777149,816274,353894387,603367486,252575628,329656674,573,39918,10947,38676,940882564,517995593,190069,50991384,2318982,4696,51378112,51336043,11765,137587,22944,50825754,51269769,27383,51248676,7245,562,103645511,38998,51185931,22628,11802,7397,593,27296,27296,9,39183,72,38900,594,1194282559,1915735178,5308,1600452290,2671351,4195,1453722720,3924017,721442952,391428985,91400274,31640,1916,1601156393,4245751854,4,7150013
580438985,881856706,800562,329744826,575634316,248625618,299706491,561,40253,11274,39402,878836782,469970472,236887,52171337,1274065,4709,52353289,52338417,12341,267338,7998,51954016,51808108,27422,52026235,7543,591,105203832,39542,52041637,8559,12318,7447,590,27532,27532,2,39920,227,39132,577,1114782133,1772684788,5215,1493471235,2220411,4868,1357616400,2764636,657892820,367090508,83665031,16404,1965,1492249245,3975004625,4,6500013
522741309,794209064,721492,296794045,517999195,223775844,269756620,568,39897,11002,39264,789322158,422885314,239461,46950587,1865706,5339,46913324,46899963,11832,227555,9300,46838886,46941724,27374,46781742,7501,528,95863893,39483,47110402,9716,12210,7382,529,27394,27394,5,39511,135,38972,548,1003383150,1595535532,5345,1344409157,2183042,3931,1220693400,2513078,592143153,329472122,75742902,14206,1984,1343012913,3577753436,4,5850013
351103764,533321323,459881,197045187,347036675,151625746,180806429,572,39820,10893,39192,526129713,282890814,60655,32631768,60472,4388,32657728,32650828,11929,48987,8788,32632777,32743943,27912,32686202,7358,547,65456481,39608,32634995,8414,11919,7299,534,27467,27467,6,39410,180,38728,528,675182751,1073085239,5686,901858588,75064,4095,820705200,2064401,397893281,216967251,53748004,21791,2290,901480049,2395603516,4,3900020
168446343,260215491,225958,96695549,164852766,68976715,90058210,530,39783,10927,39007,257536794,141803674,81133,14095119,526214,3830,14357521,14349400,11600,89662,10690,14125839,13997802,27453,14167980,7254,579,28877033,38720,14287636,7506,11855,7341,568,26978,26978,4,39093,112,38386,555,326288889,523345024,4849,438738019,807521,4179,397903920,1190846,197046426,108863960,25346693,9654,1855,438465790,1159770995,4,1950013
522704210,794171862,711022,296793472,518014082,223775276,269756629,558,39554,10904,39271,790029203,423138713,256325,46916324,1868219,5700,47303787,47289674,11988,232504,10208,46880277,46882258,27331,46909729,7328,557,95402716,39849,47342029,10276,11959,7371,577,27232,27232,8,39047,147,39344,577,1003381809,1595534641,5253,1345390421,3132877,4504,1223817000,2605780,592143052,328461306,75403694,12629,1981,1343318116,3577748306,4,5850013
62731689,95098961,89778,33894333,59382590,25775480,30656041,520,39050,10659,38771,89229069,47781769,56147,3742813,60910,3878,3698084,3691785,11670,46024,6930,3702632,3670709,27670,3637308,7249,538,7436456,39045,3682557,11001,11613,7242,535,27069,27069,6,38131,96,38068,522,114281674,181033948,3943,154070266,103022,4005,140442360,460453,66742634,37848745,8893299,3400,1926,154707310,407647016,4,650013
654647577,991515543,894238,370392843,649617261,282275116,335156639,566,39716,10773,39258,974718852,520860226,103858,39244882,2264281,7597,39350310,39328317,11771,74004,11570,39148256,39220507,27613,39090130,7120,556,81049970,39727,39199132,91298,11731,7181,529,27462,27462,3,40056,125,39180,533,1249281402,1979533413,6084,1674676158,2586954,4384,1522377840,3492992,730242768,415000349,90177512,16990,2600,1674657341,4459146191,4,7150013
582974401,885391828,732098,328244340,578139719,252625727,301206690,570,39661,10901,38696,878478094,471086141,218875,54568398,237820,5299,54394368,54386786,11632,53820,9088,54317845,54537288,27386,54573278,7302,576,109300495,39225,54334424,9579,11729,7231,557,27565,27565,1,39404,137,38405,557,1124782533,1787685201,5234,1502381156,103225,3945,1363162680,3046979,662892966,360318370,89812188,48223,2442,1501776920,3991001409,4,6500020
592989400,898406991,747716,334246077,588064286,256625878,304206810,589,39752,10845,39240,880886617,471535369,71521,38054255,56863,6451,38093362,38084609,12110,57908,17056,37718039,34755172,27429,38129167,7220,573,69674870,39924,38124959,15766,12059,7496,582,27606,27606,2,38917,185,39077,592,1135783499,1799686141,5305,1516228068,74968,4549,1376756400,2997813,663893075,361825324,162615867,3271,2462,1512441588,4039006831,4,6500020
463075395,703792879,640703,261846724,458478157,198926243,239406481,557,39489,10829,39182,697077712,371069207,74697,41739357,86885,6009,42053795,42042936,11968,56094,10864,41723612,41632870,27596,41904294,7373,575,83732543,39052,41996627,10480,11834,7198,570,27265,27265,4,38670,164,38584,540,891984549,1418387069,5276,1189632378,264670,4206,1081967640,2177847,526392863,283850856,66078664,15002,2069,1188354072,3168508373,4,5200020
