PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_NATIVE_MASK,PAPI_PRESET_MASK,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
605685135,935955179,2674263,350047020,599900371,253677617,329108836,578,39764,11067,39406,931967497,515879312,1306942,51307926,2308459,12126,51528133,51515705,12316,63577,29972,51386532,50725902,27312,51311162,7536,569,104876014,40135,51436748,12773,12228,7466,565,27206,27206,3,39738,136,39269,576,1197590214,1915735425,5696,1593097786,172955,4496,1448805120,3169349,721442862,383312465,90997423,28920,1878,1715686195,4229251562,4,7150020
113458516,175275667,155520,64542716,109999163,46025140,60106144,549,40221,10573,39896,171735205,94541229,57938,9404953,345122,3799,9457399,9450043,11841,45968,9538,9475873,9303492,27789,9857863,7380,586,19495335,39802,9861139,6907,12027,7463,570,27367,27367,3,40009,146,39753,558,217780916,349283732,5087,295683787,541047,4011,266264040,859346,131492869,73858585,21750186,5953,1883,292804169,773996673,4,1300013
277213355,428380692,439266,159744037,273267777,114875512,149706296,544,39600,10660,39500,425660514,229953063,62683,23382477,91229,5345,23284745,23277550,12365,50329,10236,23209314,23124108,27610,22776128,7428,572,46361275,40044,23330495,9026,12196,7528,544,27479,27479,4,39509,191,39750,571,543281890,871434319,5813,724844682,110509,4428,659836560,1455626,328143164,175155212,41891843,14424,1944,731307983,1923749025,4,3250020
469038163,712156498,558846,264645870,464613274,202126505,241407504,575,40188,11166,40673,705954182,381499363,80590,45458060,596429,5663,45586165,45578966,12173,77074,31134,45472134,45525036,27789,45502843,7448,559,91598433,40141,45679822,37435,12219,7522,549,28160,28160,3,39916,125,40033,570,899987076,1430393273,5594,1208510023,635246,4541,1098456720,2901484,530395538,300971515,72601693,43955,2442,1209695495,3205314512,4,5200013
550934284,851351824,666562,319243953,546126874,229625380,299206476,578,40960,11139,40165,851391377,464872386,70407,46527518,131541,7478,46585144,46575225,12499,56090,11384,45768645,46214035,28069,46422162,7665,564,91381908,40212,46760984,8942,12401,7580,589,28570,28570,13,41030,200,40045,564,1085781881,1741685365,6310,1450194618,167430,4887,1316848320,2992074,655892760,351383568,102589432,20263,2234,1454542867,3844996297,4,6500020
654619894,991487327,916576,370394821,649428776,282275575,335156630,545,40473,11188,39941,974396763,521011782,74207,39330645,446698,5942,39548273,39539419,12018,58505,10132,39657941,39324890,28047,39269685,7658,579,79532954,40355,39289974,110770,12108,7543,558,27923,27923,2,39868,194,40083,555,1249281858,1979534277,7577,1675471064,548408,4505,1522342320,3413581,730242816,402188886,90826512,17318,2448,1676229440,4459147966,4,7150013
522762317,794230174,625565,296794382,517960200,223775705,269756635,555,40263,10979,39246,789638180,422858796,262779,46925615,1865622,5297,47010208,46996084,12447,252803,8171,46899177,46797651,27917,46840216,7503,582,95574751,39832,47011384,9017,12165,7476,550,27708,27708,8,39957,1894,40282,556,1003382842,1595535667,11781,1345330249,2155139,4385,1221712680,2823794,592143097,329423642,76017830,13805,1978,1342905487,3577749614,4,5850013
536247099,812214877,641141,303093552,531492729,230975834,274256556,532,39432,10513,40096,798537949,426810592,73097,31899834,251130,5611,31937344,31929332,11677,58678,9370,32030583,32199356,28402,31837881,7282,529,64336391,39813,31986362,25128,11746,7474,560,27761,27761,3,39496,113,38994,557,1022282744,1619836131,6108,1373660710,265278,4189,1247688480,3226924,597543573,332946634,73354573,16433,2313,1375619856,3648851318,4,5850013
592947825,898365355,874932,334245038,588060990,256626305,304206728,585,39944,11164,40225,883394314,471981764,135427,37961308,101672,6878,38172727,38143548,12483,136306,12199,38022539,34788737,27541,37986974,7552,572,70039976,40159,38114147,15730,12444,7677,566,27783,27783,4,40006,171,40351,585,1135784152,1799687608,8596,1516897819,226438,4535,1410030360,2973999,663893795,358756754,82258336,18391,2666,1518933409,4039003847,4,6500020
240199493,363917052,348000,134844871,236429718,102725640,122006295,606,40210,10693,39987,355150416,189901574,62003,14269151,151205,4370,14364835,14358109,12014,51821,7624,14404265,14257021,27738,14411623,7417,603,28788360,40030,14344974,49962,12037,7465,596,27994,27994,3,39788,122,39245,620,454782258,720584718,5488,612454666,192992,4166,555893160,1397215,265792818,147237822,33211331,7771,2215,612573632,1623100564,4,2600013
278409282,430076429,351070,160993436,274447792,114875330,149956259,549,40156,10859,39602,429717834,235644464,2357700,23912772,2057675,3840,25666272,25164240,11870,1747023,6936,23224046,23365808,28191,24045413,7453,536,48712552,39883,25218198,10962,11843,7361,553,27439,27439,5,40290,209,39175,556,543281780,871427215,5697,728909789,2925514,3674,663960000,1963382,328142731,179296069,42061853,13939,1937,728431620,1931246610,4,3250013
61181733,93055805,103453,33193133,57892289,24975298,30156108,566,40424,10934,39840,87958256,46660068,120397,5342334,246470,3811,5498291,5492376,11817,107798,6741,5330381,5336728,27936,5315549,7366,560,10903229,39449,5437201,7222,11822,7355,541,27475,27475,1,39568,138,39748,560,112181225,178333918,5035,151917686,283301,4397,137611080,423921,66142840,38238439,9298739,3180,1928,151725275,399744907,4,650013
416095079,630462585,582982,234043101,411689907,179675134,213006384,568,39871,10886,39390,617449499,330140724,73804,26757699,86205,6580,26790593,26778573,11833,104213,10685,26631576,24326091,28125,26734281,7296,580,49071192,40272,26804497,28701,11600,7341,561,27586,27586,1,39618,204,39124,583,795280738,1260133063,5700,1063229983,99069,4412,964407600,2070802,464842645,251771678,57761015,12010,2398,1059725116,2828044144,4,4550020
585412034,888829555,762959,330745570,580605755,252625604,301706639,519,39558,10760,40511,879635349,476799932,189820,56734562,920008,64824,56888228,56880192,11972,77015,12901,56936728,56898250,28173,56877137,7344,547,114111048,39906,56977898,8428,11866,7287,552,27807,27807,1,40400,228,39621,544,1124782831,1787685400,5104,1512918474,952405,4427,1372644120,3338802,662892870,369599577,89632196,55070,2349,1511548208,4006005378,4,6500013
635390027,965657653,852509,359944921,630333324,273475702,329106621,593,40707,11277,40039,960200911,512400693,72556,57434576,89837,5107,57828782,57818399,12546,57515,9316,57275780,57219646,28439,57468927,7672,588,114704310,40043,57629688,9556,12251,7529,590,28023,28023,8,40792,174,39770,581,1226182767,1949835403,5415,1634606138,131854,4534,1483996080,2914049,723642935,392937230,89907961,20053,1909,1635356329,4355755262,4,7150020
168429237,260196637,214579,96694645,164844669,68975551,90056483,561,40590,11130,40094,257214409,141493131,61913,13937910,664041,3817,14275631,14267547,12258,48327,10919,13969875,13990030,27585,14050409,7498,589,29084350,39616,14652887,7812,12324,7507,582,28047,28047,5,40007,103,39566,574,326282709,523335606,3685,438852296,770918,4373,398946360,1184076,197043189,107761113,27951251,9477,1914,438643230,1159755933,4,1950013
352647072,535464629,431971,198544570,348613060,151625662,181106455,552,41236,11232,39828,528518827,286274862,147784,34078170,531210,5733,34323767,34316822,11743,147203,6772,34071291,34168540,28041,34084157,7515,525,68817004,40354,34378556,12397,11832,7505,575,27698,27698,5,40017,145,39996,581,675182921,1073084861,4939,904316157,770442,4239,823389000,1724918,397893375,217944460,53972128,13703,1878,904064797,2404598708,4,3900013
638211517,969579363,806649,362693647,633343804,273475244,329656651,551,40198,10768,40093,964449320,516926231,323851,57095605,2272493,6062,57617773,57601904,11618,260442,11655,57294621,57140061,28096,57238678,7330,570,116743636,39389,57451702,10506,11850,7330,524,27509,27509,4,39577,118,39426,569,1226181471,1949833930,5572,1645773113,2928219,4303,1493719200,2946656,723642758,402036568,92474629,16565,2103,1642720257,4372249853,4,7150013
416061478,630428921,582066,234045202,411801550,179675681,213006604,563,40167,11072,39288,617271991,330301624,77951,26707835,83891,5621,26808392,26796114,11937,58572,9684,26767789,24329408,28732,26766254,7443,573,48915452,39869,26735057,25291,11960,7428,552,28036,28036,3,40027,148,39098,580,795282816,1260135378,4472,1061804756,2438571,4425,964521600,2073326,464842857,250949622,58314311,11815,2204,1060052542,2828052113,4,4550020
62692089,95059420,87741,33895260,59368262,25776428,30656278,582,39917,10805,39433,89306180,46759013,56476,3725389,77747,3980,3702121,3696308,11797,46042,6949,3622448,3583723,27670,3693705,7445,554,7543899,39962,3762001,15663,11886,7435,594,27665,27665,7,39597,119,39608,564,114284476,181037662,6141,154684845,72869,4280,140883960,431144,66743794,38046899,17462361,2106,2053,154949751,407650731,4,650013
234239197,355956653,355794,132043258,230411191,99525869,120006487,574,40401,11338,39716,351107434,188216430,121917,20909857,855216,4729,21035556,21025953,12170,119714,6899,21000034,20887761,27482,20884165,7366,563,42849242,39962,21075467,7648,12180,7480,590,28102,28102,12,40258,248,40164,553,446382471,709787697,6245,611533664,1260162,4502,543762480,1194173,263394415,145661512,34230764,7406,1847,598779467,1591500367,4,2600013
331910454,512927862,441928,191644836,327980068,137825932,179606557,524,40475,10965,39560,510917291,279402593,61500,28061896,92529,5578,27281296,27273845,11654,50582,10903,27764604,27465253,28468,27610692,7382,523,55129311,40130,27989281,8618,12112,7454,523,27475,27475,8,40059,167,39336,549,651783301,1045486133,5725,879655954,118111,4191,791025960,1796910,393693585,210152374,50261858,16570,1935,872826213,2308000417,4,3900020
417840178,632907699,584384,235792971,413422821,179675698,213356454,569,39745,10588,40853,621978096,333123827,68359,25629955,379594,5034,25583969,25576216,12229,55063,8741,25570442,25508970,27556,25715327,7430,571,51495958,39780,25575379,38983,11990,7496,554,27802,27802,5,40302,135,40745,588,795282432,1260136169,7575,1068293350,505289,4325,970750680,2367536,464843824,259795785,58019860,41403,2287,1071006977,2838548216,4,4550013
640860069,973328060,792490,361043585,635819079,277875332,331306799,600,40242,10954,40131,962678821,518166513,74949,60096496,128326,5509,59743811,59733027,12382,67409,9421,59783091,60111724,28325,59722929,7502,601,119965219,40022,59998185,9959,12306,7626,591,27565,27565,6,39948,214,40186,628,1237182035,1966334844,5576,1653645313,185320,4502,1500687120,3754688,729143129,400137276,98678787,47755,2381,1650505128,4389850059,4,7150020
475038540,719756236,591094,267444433,470569763,205325382,243406344,609,40198,10811,39078,704558774,377309472,70062,30599767,55284,6004,30510081,30501439,11810,54086,10394,30540200,27854900,27610,30543122,7346,574,55894371,39586,30566680,13790,11620,7301,551,27722,27722,4,39739,192,39831,570,908781514,1439983749,6100,1213074931,71355,4241,1099806480,2531054,531193070,290200502,67037969,13158,2366,1211278866,3231697344,4,5200020
62432328,94699524,83417,33643074,59113442,25775247,30606060,558,40306,10926,39813,88557517,47477792,73345,3948616,45676,3880,4023962,4017679,11960,47894,6919,3943222,3608339,27083,3917494,7441,536,7319883,39455,4044364,11206,11861,7357,563,28023,28023,7,40403,122,39192,551,114280940,181033303,4750,153666571,56454,4452,139533360,442235,66742625,37564226,8876575,3496,1912,153273282,406146390,4,650020
121833558,184650891,160851,67544610,118376501,51425777,61106365,579,40187,11218,40072,177843342,95041299,57414,7259318,113614,4052,7261811,7255580,12216,48261,7110,7224798,7199475,27914,7277165,7498,561,14564654,40237,7219972,14840,12289,7615,594,27572,27572,4,39849,145,39585,577,227783266,360885604,5550,306889802,126617,4673,278878920,798334,133093045,75806422,17065212,4678,1969,307110154,812800623,4,1300013
291938808,443606066,384783,164993524,287966897,124375363,149956344,578,41592,11429,39899,437819853,235054292,253320,26028183,1059068,4354,26370813,26360507,12032,158420,7691,26045482,26119890,27770,26185315,7420,591,53266834,39744,26273386,7565,12080,7485,582,27309,27309,5,40636,162,39686,575,557781954,886933803,5800,748326817,1256144,4305,681557040,1674937,329142634,184257611,42982180,8665,2046,749801687,1988744696,4,3250013
416072893,630440305,552651,234045555,411740564,179676217,213006536,554,39606,10917,39076,617556380,330119859,1771509,26715912,1261228,608215,28446915,28437867,11512,1256021,1134076,26861542,24524223,27629,26725617,7462,554,50541568,40392,27904173,1080930,11955,7488,572,28464,28464,4,39762,123,39229,578,795284111,1260136185,7048,1061883729,2171171,4297,962958720,2270118,464842898,251335517,57929025,12087,2273,1060410011,2828054189,4,4550020
357154184,541171471,443837,200644046,352984351,154025569,182606455,549,39960,10819,39075,529471540,283008151,70454,22919132,57651,5970,23021147,23013298,11866,54187,9958,22864906,20795694,27692,22913906,7351,586,42013789,39960,22994396,13042,11939,7496,572,27409,27409,4,39783,160,39444,580,681782335,1080256271,6218,909764906,71058,4288,826327440,1967053,398493465,219399857,49662613,10908,1938,985434393,2424398829,4,3900020
357163482,541181092,482693,200644862,352929993,154025656,182606354,520,39939,11045,39314,529161259,283081708,65155,22922426,53434,5426,23000140,22970139,12107,53797,9034,22838404,20957158,28536,22897121,7424,526,41788877,40346,23069300,28184,11770,7517,539,27957,27957,6,40560,168,39678,535,681782375,1080284754,6014,911687584,72781,4195,826635720,1842112,398492781,216303004,50269923,10252,2099,919196414,2424398022,4,3900020
582920531,885338378,717384,328244608,578393995,252625956,301206898,586,41047,11205,39657,876535019,471138867,69714,54221336,65475,4959,54453258,54445190,12393,55650,9116,54382417,54524508,28089,54423229,7710,589,108844509,40179,54475304,10154,12211,7570,560,27687,27687,5,39338,209,40038,597,1124783657,1787686173,5136,1504764580,90769,4404,1366471800,3604739,662893813,360501995,89230913,35612,2557,1501377198,3991001971,4,6500020
465042133,706559859,574782,263845501,460494130,198926134,239806806,524,40681,11212,40111,701707059,375907309,271456,41605527,1664604,5101,41937431,41924689,11877,218204,9022,41597998,41510861,28008,41686932,7481,533,85334111,41061,41913766,8986,12106,7489,547,28850,28850,8,40482,165,39765,541,891983802,1418386728,4977,1196375635,1937079,4658,1104067080,2340480,526393274,292992968,67357597,13616,1851,1194725299,3180508445,4,5200013
240259180,363976705,335593,134843504,236430436,102725968,122006379,584,40031,11085,40002,355506412,189972561,63556,14183853,174248,5126,14313353,14306284,12416,52229,7928,14307838,14217063,28270,14346383,7445,545,28733823,40085,14368785,19982,12278,7573,567,28161,28161,6,40544,214,40316,550,454783376,720586487,5997,612595818,166544,4448,556146960,1491733,265793706,147762721,33678959,7997,2086,612001905,1623102287,4,2600013
61621398,93688554,89011,33294082,58393713,25375538,30356435,542,38921,10618,38883,88510170,47266917,57352,5852551,127671,7709,5904437,5898334,11641,73307,11517,5818097,5828985,27689,5861642,7293,539,11741592,39676,5917512,6756,11697,7318,546,27449,27449,6,39120,138,38921,545,113182534,179835460,4435,152687508,174630,4110,139135560,458820,66643197,38681712,9795225,7570,1900,152719345,402851459,4,650013
553451440,854869971,758010,321744297,548487847,229625747,299706870,549,39231,10600,38253,853930992,463228749,74679,46432319,2101389,4928,46257957,46245297,11676,56669,23344,46389451,46509472,27297,46493862,7280,514,94426969,39187,46473690,9659,11389,7281,525,27478,27478,7,38878,119,38720,546,1085783007,1741686097,4773,1454858836,2439752,3827,1326582360,3666498,655893364,352785908,82544686,24558,1976,1455265759,3860004058,4,6500013
181028749,274295968,291042,101193469,177396451,77075349,91556185,513,39135,10590,38409,266618666,142644526,59891,10835603,105565,4378,10818995,10812200,11653,49308,7589,10786257,10747374,27601,10690205,7137,539,21748750,40036,10909887,45295,11638,7217,532,26923,26923,1,38772,101,38537,533,341281266,540734740,6495,458821830,173745,4135,418137360,1082387,199442734,112070036,25125464,6202,2070,458498191,1217949512,4,1950013
290728088,441895586,446295,163743005,286681414,124375332,149706488,565,39115,10672,38564,435418758,233265703,62426,26248756,67965,4560,26103541,26095667,12020,49754,7960,26121450,26104235,27582,26160717,7216,538,52474945,39056,26279548,7918,11673,7344,549,27113,27113,4,39099,99,38212,593,557781483,886934266,5175,744335918,89181,4072,675988320,1449042,329143090,183358120,41245632,10174,1845,741872905,1981246860,4,3250020
605644889,935912721,823882,351145582,600667808,252576104,329106633,574,39550,10838,39150,935704981,511653589,69845,51091978,144297,8038,51205374,51195719,11981,56112,14239,50438650,50872408,27520,51296817,7295,602,100672276,39343,50949114,8360,11981,7347,585,27156,27156,12,39380,164,39684,581,1194283175,1915735877,5215,1593358614,174480,4828,1448779560,3030947,721443071,384365034,90920957,28312,1910,1599873595,4229253440,4,7150020
112955374,174572507,174645,64043245,109493264,46025348,60006328,566,39331,10908,39291,170832470,93407507,57023,9447761,60492,4382,9558606,9551910,11885,46344,7244,9308327,9306536,27483,9587454,7327,548,18490098,39162,9839383,6394,12101,7310,534,26996,26996,10,38999,180,38758,559,217782170,349284309,6287,291462453,75652,3973,264759000,751768,131492940,71484825,17421478,7106,1785,291798384,770997103,4,1300020
496225133,766792739,713423,287345640,491678376,206676011,269306666,542,40043,11089,39533,768553732,418558746,67992,41752588,94993,4945,42038386,42029362,12031,53656,9908,40829295,41439732,27526,41760425,7476,575,82278354,38969,42078397,9035,11999,7482,572,27011,27011,1,39048,164,39546,535,977283361,1567635928,5903,1310175231,177198,3865,1187469360,2604536,590342938,313500768,74825933,23627,1873,1304470859,3460748754,4,5850020
405573662,616441241,558094,229143886,401407648,174076053,209506328,565,39297,10755,38588,609268738,326445474,73441,36532775,90244,5859,36609178,36598449,11286,55660,10501,36509246,36620602,27410,36562770,7275,576,73238512,38892,36583213,9859,12188,7311,564,27117,27117,7,39292,135,38983,565,780583301,1241236194,6012,1041949435,332347,3658,944637240,2076601,460643454,248022203,57723625,16060,1804,1037960493,2772751961,4,4550020
113407954,175225206,161701,64543670,109981759,46025732,60106257,550,39544,10974,39726,171748755,94527555,58634,9374096,362527,3844,9536648,9529295,12248,47321,8904,9756862,9826922,26999,9398944,7419,564,19322610,39713,9526412,7354,11942,7414,536,26754,26754,5,39568,163,38603,573,217782600,349284736,5537,292777875,526790,4058,267600000,875989,131493339,73287113,17418836,7366,1821,293983770,773996377,4,1300013
119402590,181419598,138819,65843618,115927017,50625399,60406099,550,39461,10576,39178,175726628,94600277,55894,11040157,48771,3899,11109850,11103669,11687,45702,6618,11072474,10965327,27771,10950893,7077,585,22091214,38827,11058472,6989,11593,7104,548,26983,26983,3,39019,134,38817,571,226188244,359595613,5763,322570135,87394,4329,292872720,1998886,133396775,90976691,21496679,9800,1920,320484632,801720611,4,1300020
113419120,175238680,479791,64347316,109844307,46227506,60108398,532,39050,10629,38763,170964011,95551431,1067655,9473725,731337,8313,9484762,9473614,11782,59914,17160,9538013,9575369,28227,9561443,7365,526,19508707,39511,9577935,178063,11828,7389,534,27031,27031,3,38714,177,38748,527,218389688,350396291,4652,309049668,1117475,4228,282333480,1831741,131996911,85970389,19532143,6473,1897,309203984,775530622,4,1300013
291919123,443588714,1219459,164496391,287656043,124877340,149958496,577,39108,10867,38862,437934213,238166334,1447054,25958259,1967660,50163,26271686,26250704,11970,439381,52495,25919252,26018562,27450,26018852,7362,527,53766172,38874,26444988,48036,12158,7342,520,27113,27113,7,39482,152,39463,565,559288656,889695270,6447,794718580,2219760,4560,726587160,4409083,330396810,221734883,50843241,7504,2076,793658834,1992527969,4,3250013
290692987,441862625,1191951,163246553,286425416,124877441,149708661,582,39197,10685,38622,435448530,236708258,137333,25864148,1042934,5983,26273979,26263064,11729,56224,11204,26108964,25906451,27250,26030003,7201,558,53141250,39587,25892292,24358,12022,7286,571,27166,27166,2,39595,157,39104,572,559289205,889695870,5498,795308630,1337545,4329,718323360,4021502,330396910,222156448,50438407,9325,1916,788571267,1985025316,4,3250020
527295811,800565747,2186911,296797363,521934426,228277928,271559044,559,40594,11775,40443,788161734,435418209,1500182,50778972,1885552,68659,51761191,51753181,12562,817956,81210,51280987,50975341,27784,51029537,7476,567,102989399,40136,51300823,10523,12163,7553,556,27427,27427,8,39703,187,39261,548,1012384154,1609037297,6065,1359740882,724568,4789,1235250120,3121394,596643858,335574492,81165507,48037,2476,1359678094,3605654221,4,5850013
333415776,515035296,433315,193145045,329271637,137826603,179908381,575,39279,10670,39241,511588196,271123772,136743,28251212,2457673,3973,28215711,28193013,11673,107434,7022,28032161,27896522,27643,27769004,7369,569,58906832,39298,28161632,8744,11896,7348,585,27637,27637,9,38697,99,38737,585,651788299,1045494494,5487,891117689,3532218,3893,793989840,2170150,393696396,214073000,58367657,13758,1889,873151573,2317018226,4,3900013
62365745,94633022,101965,33644500,59144309,25775783,30606191,540,39443,10860,39091,88644258,47520142,56752,3958294,45775,4048,4035007,4028292,11522,47181,7193,3925121,3572962,27555,3959534,7370,555,7329888,39558,4002207,7374,11663,7432,548,26870,26870,2,38949,175,38833,578,114282436,181035007,4914,153854184,58290,4260,139156920,424836,66742902,36933624,8995041,3349,1882,153677409,406153905,4,650020
176545354,268312744,258744,99095071,172926846,74675926,90056382,549,39524,10850,38731,263273228,141295503,222332,15831277,648476,4187,15841761,15834209,11689,95372,7173,15812366,15688522,27316,15781445,7318,522,32204694,38932,15796345,7000,11670,7291,525,27387,27387,8,40098,172,38599,550,334982828,532635435,5084,449854652,955117,4068,409593120,943696,197642953,108888665,25786673,4065,1917,450465587,1194251083,4,1950013
536214240,812182116,701290,303094691,531488724,230975683,274256827,576,39694,11266,39088,795834287,418217164,77838,32061232,325332,6258,32259142,32250684,12393,59521,9833,32408795,32258832,27660,32208753,7333,568,64378114,39897,32368719,94624,12380,7303,556,27414,27414,4,40285,185,39055,574,1022255839,1619835401,6195,1389190124,443430,3696,1245699840,3158726,597543597,330021563,74031941,14360,2367,1371099298,3648854249,4,5850013
333428800,515046341,450383,193145623,329302333,137826034,179906467,555,38932,10798,38838,513463809,282918142,66890,28162773,1306796,3944,28006427,27996427,11486,51909,15436,27880836,27977137,27453,29230763,7257,566,57363904,39223,28016669,7561,11759,7478,582,27012,27012,1,38798,119,38540,564,651783259,1045485927,5227,879684287,1510155,4279,794823600,2067415,393693033,214977708,49889685,18346,1907,876079733,2317001692,4,3900013
239213158,362530440,315311,133843058,235535153,102725139,121806399,570,40149,10945,38536,352757150,188856732,63158,15293683,51105,4923,15328601,15321593,11924,50951,8684,15352347,14052958,27356,15298089,7330,582,28040936,39407,15370139,16998,11679,7321,563,27081,27081,2,39445,99,38581,580,454781076,720584597,6920,606759917,65581,4227,551228400,1284955,265792855,144524636,36331010,6898,2086,606474448,1617097384,4,2600020
